Agent,Episode,Stage,Action,Reward_Step,Raw_WRS,Raw_DIE,Penalty_Fairness
Q-Learning (WRS),57,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),57,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),58,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),58,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),59,1,trans_danish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),59,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),60,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),60,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),61,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),61,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),62,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),62,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),63,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),63,2,m_textblob,-0.7,0.6,0.0,0.6
Q-Learning (WRS),64,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),64,2,m_gru,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),65,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),65,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),66,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),66,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),67,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),67,2,m_textblob,-2.4,2.3,0.0,2.3
Q-Learning (WRS),68,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),68,2,m_bf,-2.4,2.3,0.0,2.3
Q-Learning (WRS),69,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),69,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),70,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),70,2,m_textblob,-0.7,0.6,0.0,0.6
Q-Learning (WRS),71,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),71,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),72,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),72,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),73,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),73,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),74,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),74,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),75,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),75,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),76,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),76,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),77,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),77,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),78,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),78,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),79,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),79,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),80,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),80,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),81,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),81,2,m_gru,-2.4,2.3,0.0,2.3
Q-Learning (WRS),82,1,trans_spanish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),82,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),83,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),83,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),84,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),84,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),85,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),85,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),86,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),86,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),87,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),87,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),88,1,trans_danish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),88,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),89,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),89,2,m_random,-0.1,0.0,0.0,0.0
Q-Learning (WRS),90,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),90,2,m_gru,-0.7,0.6,0.0,0.6
Q-Learning (WRS),91,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),91,2,m_textblob,-2.4,2.3,0.0,2.3
Q-Learning (WRS),92,1,trans_spanish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),92,2,m_textblob,-0.7,0.6,0.0,0.6
Q-Learning (WRS),93,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),93,2,m_textblob,-0.7,0.6,0.0,0.6
Q-Learning (WRS),94,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),94,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),95,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),95,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),96,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),96,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),97,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),97,2,m_textblob,-2.4,2.3,0.0,2.3
Q-Learning (WRS),98,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),98,2,m_textblob,-0.7,0.6,0.0,0.6
Q-Learning (WRS),99,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),99,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),100,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),100,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),101,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),101,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),102,1,trans_danish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),102,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),103,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),103,2,m_gru,-2.4,2.3,0.0,2.3
Q-Learning (WRS),104,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),104,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),105,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),105,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),106,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),106,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),107,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),107,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),108,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),108,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),109,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),109,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),110,1,trans_spanish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),110,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),111,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),111,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),112,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),112,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),113,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),113,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),114,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),114,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),115,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),115,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),116,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),116,2,m_textblob,-0.7,0.6,0.0,0.6
Q-Learning (WRS),117,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),117,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),118,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),118,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),119,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),119,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),120,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),120,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),121,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),121,2,m_textblob,-2.4,2.3,0.0,2.3
Q-Learning (WRS),122,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),122,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),123,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),123,2,m_gru,-2.4,2.3,0.0,2.3
Q-Learning (WRS),124,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),124,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),125,1,trans_spanish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),125,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),126,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),126,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),127,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),127,2,m_dbert,-0.1,0.0,0.0,0.0
Q-Learning (WRS),128,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),128,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),129,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),129,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),130,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),130,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),131,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),131,2,m_textblob,-0.7,0.6,0.0,0.6
Q-Learning (WRS),132,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),132,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),133,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),133,2,m_dbert,-0.1,0.0,0.0,0.0
Q-Learning (WRS),134,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),134,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),135,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),135,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),136,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),136,2,m_gru,-2.4,2.3,0.0,2.3
Q-Learning (WRS),137,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),137,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),138,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),138,2,m_textblob,-2.4,2.3,0.0,2.3
Q-Learning (WRS),139,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),139,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),140,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),140,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),141,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),141,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),142,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),142,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),143,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),143,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),144,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),144,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),145,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),145,2,m_textblob,-0.7,0.6,0.0,0.6
Q-Learning (WRS),146,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),146,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),147,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),147,2,m_textblob,-0.7,0.6,0.0,0.6
Q-Learning (WRS),148,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),148,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),149,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),149,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),150,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),150,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),151,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),151,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),152,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),152,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),153,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),153,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),154,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),154,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),155,1,trans_danish,-0.5,0.0,0.0,0.0
Q-Learning (WRS),155,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),156,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),156,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),157,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),157,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),158,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),158,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),159,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),159,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),160,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),160,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),161,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),161,2,m_textblob,-2.4,2.3,0.0,2.3
Q-Learning (WRS),162,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),162,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),163,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),163,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),164,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),164,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),165,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),165,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),166,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),166,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),167,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),167,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),168,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),168,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),169,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),169,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),170,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),170,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),171,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),171,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),172,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),172,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),173,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),173,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),174,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),174,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),175,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),175,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),176,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),176,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),177,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),177,2,m_textblob,-1.4,1.2999999999999998,0.0,1.2999999999999998
Q-Learning (WRS),178,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),178,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),179,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),179,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),180,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),180,2,m_textblob,-0.1,0.0,0.0,0.0
Q-Learning (WRS),181,1,trans_none,0.0,0.0,0.0,0.0
